Platform,Model Name,price,color,Model Code,Frame,Fork,Headset,Rear Derailleur,Front Derailleur,Shifters,Chain,Crank,Rear Cogs,Bottom Bracket,Brakes,Brake Levers,Front Hub,Rear Hub,Rims,Spokes,Tire Size,Wheel Size,Tires,Front Tire,Rear Tire,Handlebar,Stem,Grips,Saddle,Seatpost,Wheel Sensor,Extra 1,image_url,Hubs,Ingestion Hazard,Rear Shock,Drive Unit,Battery,Charger,Display,Certifications,Brake Type
Tesoro Neo SL EQ,Tesoro Neo SL EQ,"$2,825",Black Pearl,C66101U,"SmartForm C3 Alloy, Internal battery, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity","Full carbon, 12x100mm thru-axle, 1-1/4"" to 1-1/8"" tapered steerer, flat mount disc, fender mounts, 360° reflectivity","FSA Sealed Bearing, integrated, 1-1/4""-1-1/8""",microSHIFT Advent X,,"microSHIFT Advent X, 10-Speed","KMC E10T, 10-speed","Prowheel, 38T","microSHIFT, 11-48, 10-speed","Cartridge, square taper","Tektro M275 hydraulic disc, 160/160mm rotors",Tektro hydraulic disc,,,"Shining, 32 hole",Stainless Steel (F) 14g / (R) 13g,35,700c,"Vittoria Terreno Zero, 700x35c","Vittoria Terreno Zero, 700x35c","Vittoria Terreno Zero, 700x35c","Cannondale Riser, 6061 Alloy, 18mm rise, 8° back, 4° up, 680mm","Cannondale 3 with Intellimount, Alloy, 31.8, 6°",Cannondale Fitness Ergo Double Density,Cannondale Fitness Ergo Double Density,"6061 Alloy, 31.6x350mm",,,https://embed.widencdn.net/img/dorelrl/aa1ptgos9m/800px@1x/C21_C66101U_Tesoro_Neo_SL_EQ_BPL_D5.jpg?color=f2eff7&q=90,"(F) Alloy, 15x100mm thru-axle / (R) Mahle x35",,,Mahle X35 250W rear hub motor,"Mahle X35, 250Wh internal downtube battery","Mahle X35, 2A","Mahle iWOC ONE integrated controller, iWOC Trio, smartphone app with Intellimount stem",,
Tesoro Neo SL EQ,Tesoro Neo SL EQ Remixte,"$2,825",Black Pearl,C66121U,"Step-thru, SmartForm C3 Alloy, Internal battery, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity","Full carbon, 12x100mm thru-axle, 1-1/4"" to 1-1/8"" tapered steerer, flat mount disc, fender mounts, 360° reflectivity","FSA Sealed Bearing, integrated, 1-1/4""-1-1/8""",microSHIFT Advent X,,"microSHIFT Advent X, 10-Speed","KMC E10T, 10-speed","Prowheel, 38T","microSHIFT, 11-48, 10-speed","Cartridge, square taper","Tektro M275 hydraulic disc, 160/160mm rotors",Tektro hydraulic disc,,,"Shining, 32 hole",Stainless Steel (F) 14g / (R) 13g,35,700c,"Vittoria Terreno Zero, 700x35c","Vittoria Terreno Zero, 700x35c","Vittoria Terreno Zero, 700x35c","Cannondale Riser, 6061 Alloy, 18mm rise, 8° back, 4° up, 680mm","Cannondale 3 with Intellimount, Alloy, 31.8, 6°",Cannondale Fitness Ergo Double Density,Cannondale Fitness Ergo Double Density,"6061 Alloy, 31.6x350mm",,,https://embed.widencdn.net/img/dorelrl/b0hqhdcglt/800px@1x/C21_TesoroNeo_SL_EQ_Tech_iWoc_TRIO_Remote.jpg?color=f2eff7&q=90,"(F) Alloy, 15x100mm thru-axle / (R) Mahle x35",,,Mahle X35 250W rear hub motor,"Mahle X35, 250Wh internal downtube battery","Mahle X35, 2A","Mahle iWOC ONE integrated controller, iWOC Trio, smartphone app with Intellimount stem",,
Jekyll,Jekyll Frameset,"$2,800.01$3,725",Black with WOW colors,C21181M,"165mm travel, Carbon, Proportional Response Tuned, Guidler idler pulley/chainguide, BSA 73, ISCG05, tapered head tube, Ai Offset",,"Integrated Sealed Bearing, Tapered",,,,,,,,,,,,,,,29,,,,,,,,,,,https://embed.widencdn.net/img/dorelrl/iog7bfwdai/800px@1x/C21_C21181M_Jekyll_Crb_AM_WOW_D6.jpg?color=F6F6F6&q=90,,,"Fox Float Factory X2, 205x65 Metric Trunnion, Air, Adjustable High Speed/Low Speed Compression, High Speed/Low Speed Rebound",,,,,,Disc
,,"$2,750",Black Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/-/media/images/my20/bikes/road/gravel/topstone-carbon/topstone-carbon-in-the-wild-8.ashx,,,,,,,,,
Topstone Alloy,Topstone LTD,"$2,625",Mystique Gray,C15502U,"Lightweight SmartForm C2 Alloy, 12x142 thru-axle, tapered headtube, BSA threaded BBm flat mount disc, StraightShot internal cable routing, multiple gear/bottle mounts","Topstone Carbon, 1-1/8"" to 1.5"" steerer, 55mm OutFront offset, flat mount disc, internal routing, 12x100 thru-axle, fender/gear mounts","Integrated, 1-1/8"" - 1.5""","Shimano GRX 810, Shadow RD+","Shimano GRX 800, braze-on","Shimano GRX 800, 11-speed","KMC X11, 11-speed","Shimano GRX 600, 46/30 (Europe/UK - FSA Gossamer Pro Modular AGX+, 46/30)","Shimano 105, 11-34, 11-speed",Shimano BB-RS500,"Shimano GRX 800 hydraulic disc, 160/160mm RT54 rotors",Shimano GRX 800 hydraulic disc,,,"WTB KOM Light i23 TCS, 28h, tubeless ready","Stainless Steel, 14g",37,700c,"WTB Riddler TCS Light, 700x37c, tubeless ready (Europe/UK - Vittoria Terreno Dry, 700x35c, foldable)","WTB Riddler TCS Light, 700x37c, tubeless ready (Europe/UK - Vittoria Terreno Dry, 700x35c, foldable)","WTB Riddler TCS Light, 700x37c, tubeless ready (Europe/UK - Vittoria Terreno Dry, 700x35c, foldable)","Cannondale 3, butted 6061 Alloy, 16 deg flare drop","Cannondale 3, 6061 Alloy, 31.8, 7°","Cannondale Bar Tape, 3.5mm","Fizik Aliante Delta, S-alloy rails","Cannondale 3, 6061 Alloy, 27.2x350mm",,Removable fender bridge,https://embed.widencdn.net/img/dorelrl/u3i2wk72kx/800px@1x/C22_C15502U_Topstone_LTD_MYG_D5.jpg?color=F6F9FB&q=90,"(F) Formula cartridge bearing, 12x100mm centerlock / (R) Formula cartridge bearing, 12x142mm centerlock",,,,,,,,
Synapse Carbon,Synapse Carbon 4,"$2,600",Cashmere,C12402U,"Synapse Carbon, SmartSense enabled, Proportional Response size-specific design, BSA threaded BB, flat mount brake, 12x142mm thru-axle, thru-tube internal cable routing with Switch Plate, removable fender bridge, hidden rack/fender mounts","Synapse Carbon, integrated crown race, Proportional Response size-specific design, 12x100mm thru-axle, thru-tube internal routing, hidden fender mounts","Synapse Sealed Bearing, integrated, 1-1/4""-1-1/8""",Shimano Tiagra GS,"Shimano Tiagra, braze-on","Shimano Tiagra hydraulic disc, 10-speed","Shimano HG54, 10-speed","Shimano Tiagra, BSA, 50/34","Shimano Tiagra, 11-34, 10-speed",Shimano BSA,"Shimano Tiagra hydraulic disc, 160/160mm RT64 rotors",Shimano Tiagra hydraulic,,,"RD 3.1, 28h, 21mm inner width","Stainless Steel, 14g",30,700c,"Vittoria Zaffiro Pro Reflective, 700x30c","Vittoria Zaffiro Pro Reflective, 700x30c","Vittoria Zaffiro Pro Reflective, 700x30c","Cannondale 3, 6061 Alloy, Compact","Cannondale 3, 6061 Alloy, 31.8, 7°",Fabric Knurl Bar Tape,"Fizik Aliante Delta, S-alloy rails","Cannondale 3, 6061 Alloy, 27.2x350mm (48-56), 400mm (58-61)",Cannondale Wheel Sensor,Trainer Compatible Thru-Axle,https://embed.widencdn.net/img/dorelrl/ox67txaqgk/800px@1x/C21_C12402U_Synapse_Crb_4_CAS_D3.jpg?color=ebe8e0&q=90,"(F) Formula CL-712, 12x100mm centerlock / (R) Formula RXC-400, 12x142mm centerlock",WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,
Tesoro Neo X,Tesoro Neo X 3,"$2,560.02$3,425",Black,C66421M SMU,"SmartForm C2 Alloy, removable 500Wh downtube battery, tapered headtube, internal cable routing, 148x12mm thru-axle, post mount disc, motor protection, lock mount, rack/fender mount                                                                                            

Removable downtube battery
SAVE
Tapered headtube
Internal cable routing
148x12mm thru-axle
Post mount disc
Si kickstand mount","SR Suntour XCM ATB, 100mm, Coil, 46mm offset","Integrated Sealed Bearing, Tapered","microSHIFT Marvo, short cage",,"microSHIFT Marvo Xpress Shifter, 9-speed","KMC X9, 9-speed","FSA Bosch E-Bike, 46T","microSHIFT H-Series, 11-36, 9-speed",,"Shimano MT200 hydraulic disc, 180/180mm RT10 rotors",Shimano MT200 hydraulic disc,Shimano TX55 QR,"Shimano MT400, 12x148mm thru-axle","WTB STX i25 TCS, 32h, tubeless ready","Stainless Steel, 14g",2.25,29,"Schwalbe G-One Allround Performance, 29x2.25"", RaceGuard, tubeless ready",,,"Cannondale 3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 740mm","Cannondale Adjustable, A-headset, 31.8mm","Cannondale Ergo Fitness Dual Density, Lock-On",Cannondale Ergo Touring,"Cannondale 4, 6061 Alloy, 31.6",,"Herrmans H-Black MR4 front light, H-Trace Micro rear light, Tubus Wingee fender, Tubus rear rack (25kg max capacity)",https://embed.widencdn.net/img/dorelrl/wclxy18idl/800px@1x/C21_C66421M_Tesoro_Neo_X_BLK_D9.jpg?color=f3f3f3&q=90,,,,Bosch Performance Line Sport (28 mph),"Bosch PowerTube, 500Wh",Bosch 2A,Bosch Purion,UL 2849,Disc
Tesoro Neo X,Tesoro Neo X 3 Remixte,"$2,560.02$3,425",Black,C66421U SMU,"SmartForm C2 Alloy, step-thru, removable 500Wh downtube battery, tapered headtube, internal cable routing, 148x12mm thru-axle, post mount disc, motor protection, lock mount, rack/fender mount","SR Suntour XCM ATB, 100mm, Coil, 46mm offset","Integrated Sealed Bearing, Tapered","microSHIFT Marvo, short cage",,"microSHIFT Marvo Xpress Shifter, 9-speed","KMC X9, 9-speed","FSA Bosch E-Bike, 46T","microSHIFT H-Series, 11-36, 9-speed",,"Shimano MT200 hydraulic disc, 180/180mm RT10 rotors",Shimano MT200 hydraulic disc,Shimano TX55 QR,"Shimano MT400, 12x148mm thru-axle","WTB STX i25 TCS, 32h, tubeless ready","Stainless Steel, 14g",2.25,29,"Schwalbe G-One Allround Performance, 29x2.25"", RaceGuard, tubeless ready",,,"Cannondale 3, 6061 double-butted, 20mm rise, 9° back, 720mm","Cannondale Adjustable, A-headset, 31.8mm","Cannondale Ergo Fitness Dual Density, Lock-on",Cannondale Ergo Touring,"Cannondale 4, 6061 Alloy, 31.6",,"Herrmans H-Black MR4 front light, H-Trace Micro rear light, Tubus Wingee fender, Tubus rear rack (25kg max capacity)",https://embed.widencdn.net/img/dorelrl/ogaxvkjyfy/800px@1x/C21_C66421U_Tesoro_Neo_X_Remixte_BLK_D9.jpg?color=f3f3f3&q=90,,,,Bosch Performance Line Sport (28 mph),"Bosch PowerTube, 500Wh",Bosch 2A,Bosch Purion,UL 2849,Disc
Habit,Habit 5,"$2,525",Black,C23601M,"130mm travel, SmartForm C1 Alloy, Proportional Response Tuned, Ai offset drivetrain, ISCG05, BSA 83, post mount brake, tapered headtube","RockShox 35 Silver R, 140mm, Coil, 15x110mm thru-axle, tapered steerer, 51mm offset","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings",Shimano Deore M5100,,"Shimano Deore M5100, 11-speed","KMC X11, 11-speed","RaceFace Ride Cinch, 30T","Shimano Deore M5100, 11-51, 11-speed",Race Face BSA,"Tektro M275 hydraulic disc, 180/180mm rotors",Tektro hydraulic disc,"Shimano MT400, 15x110mm thru-axle","Shimano MT400, 12x148mm thru-axle","WTB STX i23 TCS, 32h, tubeless ready","Stainless Steel, 14g",2.4,29,"Maxxis Ardent, 29x2.4"", EXO casing",,,"Cannondale 3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm","Cannondale 3, 6061 Alloy, 31.8, 0°",Fabric FunGuy,Cannondale Ergo XC,"TranzX Dropper, 31.6, Internal Routing, 100mm (S), 120mm (M-XL)",,,/-/media/images/my20/bikes/mountain/trail/habit/habit-in-the-wild-7.ashx,,,"RockShox Deluxe Select, DebonAir, adjustable rebound",,,,,,Disc
Topstone Carbon,Topstone Carbon 3 L 650b,"$2,500.01$2,700",Carbon,C15352U,"Topstone Carbon, Kingpin suspension system, SmartSense equipped, Proportional Response construction, 12x142mm thru-axle, 27.2 dropper post ready, BSA 68mm threaded BB, DirectLine internal cable routing, removable fender bridge, multiple gear/bottle mounts","Topstone Carbon, 1-1/8"" to 1.5"" steerer, 55mm OutFront offset, flat mount disc, internal routing, 12x100 thru-axle, triple bottle/gear mounts, fender mounts","Integrated, 1-1/8"" - 1.5""","Shimano GRX 810, Shadow RD+","Shimano GRX 810, braze-on","Shimano GRX 600, 11-speed","Shimano HG601, 11-speed","FSA Gossamer Pro Modular AGX+, 46/30","Shimano HG700, 11-34, 11-speed",FSA Mega EXO,"Shimano GRX 400 hydraulic disc, 160/160mm RT64 rotors",Shimano GRX 600 hydraulic disc,,,"WTB ST i25 TCS, 650b, 28h, tubeless ready","Stainless Steel, 14g",47,650b,"WTB Sendero TCS Light, 650bx47mm (47-584), tubeless ready","WTB Sendero TCS Light, 650x47c, tubeless ready","WTB Sendero TCS Light, 650x47c, tubeless ready","Cannondale 3, butted 6061 Alloy, 16 deg flare drop","Cannondale 3, 6061 Alloy, 31.8, 7°","Fizik Solocush Soft, 3mm","Fizik Aliante Delta, S-alloy rails","Cannondale 3 SmartSense, 6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,SmartSense with Lights,https://embed.widencdn.net/img/dorelrl/8s1ijnjbie/800px@1x/C22_C15352U_Topstone_Crb_3_L_CRB_D8.jpg?color=f9f9f9&q=90,"(F) Formula cartridge bearing, 12x100mm centerlock / (R) Formula cartridge bearing, 12x142mm centerlock",WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,
Adventure Neo,Adventure Neo 3.1 EQ,"$2,490.01$3,100",Black,C68352U,"SmartForm C3 Alloy step-thru frame, removable downtube battery, fully internal cable routing, post mount disc, dual waterbottle headtube mount","SmartForm C3 Alloy blades, 1-1/8"" steerer, post mount disc, mid-blade rack/fender mounts, crown accessory mount, 45mm offset","Semi Integrated, 1-1/8""",microSHIFT M46L,,"microSHIFT M859, 9-speed","KMC Z9, 9-speed","FSA Bosch E-Bike, 38T","microSHIFT, 11-36, 9-speed",,"Riderever hydraulic disc, 180/160mm rotors",Riderever hydraulic disc,,,"Cannondale 2, double wall","Stainless Steel, 14g",56,650b,"Kenda Kwick Seven.5, 27.5x2.20""",,,"Cannondale E-Series Alloy, ergo backsweep, 680mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp",Cannondale Comfort,Cannondale Ergo Comfort,"TranzX, suspension dropper post, 31.6, 50mm travel",,,https://embed.widencdn.net/img/dorelrl/t9ferzfanv/800px@1x/C21_C68321U_Adventure_Neo_3.1_EQ_BLK_3Q.jpg?color=f3f3f3&q=90,"(F) Formula DC-51, 15x100mm thru-axle / (R) Formula DC-1422, QR",,,Bosch Active Line Plus,"Bosch PowerTube, 400Wh",Bosch 2A,Bosch Purion,,
Topstone Alloy,Topstone 1,"$2,450",Gunmetal Green,C15603U,"Lightweight SmartForm C2 Alloy, 12x142 thru-axle, tapered headtube, BSA threaded BBm flat mount disc, StraightShot internal cable routing, multiple gear/bottle mounts","Topstone Carbon, 1-1/8"" to 1.5"" steerer, 55mm OutFront offset, flat mount disc, internal routing, 12x100 thru-axle, fender/gear mounts","Integrated, 1-1/8"" - 1.5""","Shimano GRX 820, Shadow RD+",Shimano GRX 820,"Shimano GRX 600, 12-speed","Shimano HG M7100, 12-speed","Shimano GRX 600, 46/30","Shimano HG R7100, 11-34, 12-speed",Shimano BSA 68,"Shimano GRX 400 hydraulic disc, 160/160mm RT64 rotors",Shimano GRX 600 hydraulic disc,,,"WTB ST i23 TCS, 28h, tubeless ready","Stainless Steel, 14g",37,700,"WTB Riddler TCS Light, 700x37c, tubeless ready (Europe/UK - Vittoria Terreno Dry, 700x35c, foldable)",,,"Cannondale 3, butted 6061 Alloy, 16 deg flare drop","Cannondale 3, 6061 Alloy, 31.8, 7°","Cannondale Bar Tape, 3.5mm","Fizik Aliante Delta, S-alloy rails","Cannondale 3, 6061 Alloy, 27.2x350mm",,,https://embed.widencdn.net/img/dorelrl/ntptcsapu7/800px@1x/C23_C15603U_Topstone_1_GMG_D7.jpg?color=ECFAF5&q=90,"(F) Formula cartridge bearing, 12x100mm centerlock / (R) Formula cartridge bearing, 12x142mm centerlock",,,,,,,,
Bad Boy,Bad Boy 1,"$2,325",Matte Black,C33100M,"SmartForm C1 Alloy, integrated Urban Armor bumper, BSA, 1-1/8"" headtube, sliding dropout","Lefty LightPipe rigid, integrated SuperNova LED lightstrip, USB rechargeable battery, 1-1/8"" steerer",FSA Cartridge Bearing,Shimano Alfine 8-speed internal gear rear hub,,"Shimano Alfine Rapidfire, 8-speed","Gates Carbon Drive, CDX Centertrack, 113T","Gates S150, Gates Belt Drive CDX sprocket 46T","Gates, CDX, 22T",Thun Zumba,"Shimano MT400 hydraulic disc, 160/160mm RT26/RT30 rotors",Shimano MT401 hydraulic disc,Lefty 50 front,Shimano Alfine 8-speed internal rear,"Cannondale, double wall w/eyelets, 32h","Stainless Steel, 14g",40,27.5,"WTB Byway, 650bx40c","WTB Byway, 650bx40c","WTB Byway, 650bx40c","Cannondale Riser, 6061 Alloy, 18mm rise, 8° back, 4° up, 680mm","Bad Boy Si, integrated sandwich stem, 65mm",Fabric Silicone Cell,"Fabric Scoop Radius Elite, cro-mo rails","LightSkin w/ integrated rear LED light, 31.6, USB Rechargeable",,,https://embed.widencdn.net/img/dorelrl/z4lspfbxeg/800px@1x/C20_C33100M_Bad_Boy_1_BBQ_D4.jpg?color=f7f7f7&q=90,,,,,,,,,Disc
CAAD13,CAAD13 Disc 105,"$2,325",Matte Black,C13321U,"SmartForm C1 Premium Alloy, 12x142 Speed Release thru-axle, flat-mount disc, integrated cable routing w/ Switchplate, SAVE, BB30a, Di2 ready","CAAD13 Full Carbon, SAVE, 1-1/8"" to 1-1/4"" steerer, integrated crown race, 12x100mm Speed Release thru-axle, flat mount disc, internal routing, 55mm offset (47-54cm) 45mm offset (56-62cm)","CAAD13, integrated, 1-1/8"" - 1-1/4",Shimano 105 GS,"Shimano 105, braze-on","Shimano 105 hydraulic disc, 11-speed","Shimano HG601, 11-speed","Cannondale 1, BB30a, 50/34","Shimano 105, 11-30, 11-speed",Cannondale BB30 w/ 24mm adapter,"Shimano 105 hydraulic disc, 160/160mm RT54 rotors",Shimano 105 hydraulic disc,,,"DT Swiss R470 db, 28h","Stainless Steel, 14g",25,700c,"Vittoria Rubino Pro Bright Black, 700x25c","Vittoria Rubino Pro Bright Black, 700x25c","Vittoria Rubino Pro Bright Black, 700x25c","Cannondale 3, 6061 Alloy, Compact","Cannondale 3, 6061 Alloy, 31.8, 7°","Cannondale Bar Tape, 3.5mm","Fizik Aliante Delta, S-alloy rails","HollowGram 27 KNØT, Alloy, 2 bolt clamp, 330mm",,,https://embed.widencdn.net/img/dorelrl/kbhwhcneoy/800px@1x/C21_C13321U_CAAD13_Disc_105_BBQ_D3.jpg?color=f7f7f7&q=90,"(F) Formula CL-712, 12x100mm centerlock / (R) Formula RXC-400, 12x142mm centerlock",,,,,,,,
Topstone Alloy,Topstone 1,"$2,325",Slate Gray,C15701M,"SmartForm C2 Alloy, 12x142 thru-axle, tapered headtube, flat mount disc, StraightShot internal cable routing, multiple gear/bottle mounts","BallisTec Full Carbon, 1-1/8"" to 1-1/4"" steerer, 55mm OutFront offset, flat mount disc, internal routing, 12x100 thru axle","Integrated, 1-1/8"" - 1-1/4""","Shimano GRX 810, Shadow RD+","Shimano GRX 800, braze-on","Shimano GRX 600, 11-speed","KMC X11, 11-speed","FSA Omega AGX+ Alloy, 46/30","Shimano 105, 11-34, 11-speed",FSA Cartridge,"Shimano GRX 400 hydraulic disc, 160/160mm RT56 rotors",Shimano GRX 600 hydraulic disc,"Formula cartridge bearing, 12x100mm centerlock","Formula cartridge bearing, 12x142mm centerlock","WTB ST i23 TCS, 28h, tubeless ready","Stainless Steel, 14g",37,700c,"WTB Nano, 700x40c, wire bead",,,"Cannondale 3, butted 6061 alloy, 16 deg flare drop","Cannondale 3, 6061 Alloy, 31.8, 7°","Cannondale Bar Tape, 3.5mm","Fizik Aliante Delta, S-alloy rails","Cannondale 3, 6061 Alloy, 27.2x350mm",,,https://embed.widencdn.net/img/dorelrl/sbj6kqoww7/800px@1x/C21_C15701M_Topstone_1_SLT_D7.jpg?color=fafafa&q=90,,,,,,,,,Disc
Habit,Habit 4,"$2,300",Candy Red,C23401U,"Habit SmartForm C1 Alloy, 130mm travel, Proportional Response Suspension and Geo, 55mm chainline, ISCG05, BSA threaded BB, post mount brake, tapered headtube, DirectLine internal cable routing, UDH hanger","RockShox Recon RL, 140mm, Solo Air, 15x110mm thru-axle, tapered steerer, 42mm offset","Integrated Sealed Bearing, Tapered",Shimano Deore M6100,,"Shimano Deore M6100, 12-speed","KMC X12, 12-speed","Shimano, FC-5121, 30T, 55mm chainline","Shimano Deore M6100, 11-51, 12-speed",Shimano BSA 73,"Shimano MT200 hydraulic disc, 180/180mm RT30 rotors",Shimano MT200 hydraulic disc,,,"WTB STX i25 TCS, 32h, tubeless ready","Stainless Steel, 14g",2.4,"29, 27.5 (XS)","Maxxis Rekon, 29x2.4"" (27.5x2.4"" - XS), EXO","Maxxis Rekon, 29x2.4"" (27.5x2.4"" - XS), EXO","Maxxis Rekon, 29x2.4"" (27.5x2.4"" - XS), EXO","Cannondale 3 Riser, 6061 Alloy, 15mm rise, 8° sweep, 4° rise, 780mm","Cannondale 3, 6061 Alloy, 31.8, 0°",Cannondale Locking Grips,Cannondale Ergo XC,"TranzX dropper, internal routing, 31.6, 130mm (XS-S), 150mm (M-XL)",,,https://embed.widencdn.net/img/dorelrl/yytpd34ueo/800px@1x/C23_C23401U_Habit_4_CRD_D7.jpg?color=eff2f4&q=90,"(F) Shimano MT400, 15x110mm thru-axle / (R) Shimano MT410, 12x148mm thru-axle",,"RockShox Deluxe Select, DebonAir, adjustable rebound",,,,,,
Scalpel HT,Scalpel HT Carbon 4,"$2,300",Acid Red,C25401U,"Scalpel HT Carbon, Proportional Response Design, PF30-83, tapered head tube, 55mm chainline, Speed Release 12mm thru axle w/UDH hanger","RockShox SID SL , 100mm, Debonair, remote lockout, 15x110mm thru-axle, tapered steerer, 44mm offset","Integrated, 1-1/8 to 1.5"", sealed angular contact bearings",Shimano XT,,"Shimano Deore M6100, 12-speed","Shimano Deore, 12-speed","Shimano M5121, 30T, 55mm chainline","Shimano Deore M6100, 10-51, 12-speed",Cannondale Alloy PressFit 30 - 24mm,"Shimano MT501 hydraulic disc, 160/160mm RT54 rotors",Shimano MT500 hydraulic disc,,,"WTB STX i23, 32h, tubeless ready",DT Swiss Champion 2.0,2.25,29,"(F) Schwalbe Racing Ray EVO, 29x2.25"", Twinskin, tubeless ready, (R) Schwalbe Racing Ralph EVO, 29x2.25"", SnakeSkin, Addix compound, tubeless ready","Schwalbe Racing Ray EVO, 29x2.25"", Twinskin, tubeless ready","Schwalbe Racing Ray EVO, 29x2.25"", Twinskin, tubeless ready","Cannondale 2 Flat, butted 2014 Alloy, 31.8mm, 3° rise, 8° sweep, 760mm","Cannondale 2, 6061 Alloy, 31.8, 7°",Cannondale TrailShroom,"Cannondale Scoop Shallow Sport, steel rails","C3 Alloy, 27.2x400mm",,,https://embed.widencdn.net/img/dorelrl/lcxwsk6tnv/800px@1x/C21_C25401U_Scalpel_HT_Crb_4_ARD_D7.jpg?color=f3f3f3&q=90,"(F) Shimano MT410, 15x110mm thru-axle / (R) Shimano MT410, 12x148mm thru-axle",,,,,,,,
